left_elbow_angle,right_elbow_angle,left_wrist_angle,right_wrist_angle,left_shoulder_angle,right_shoulder_angle,hip_angle,waist_angle,left_knee_angle,right_knee_angle,left_ankle_angle,right_ankle_angle
108.30021044082625,148.80046743793915,176.31417017649127,178.68618451896222,36.071706347638155,8.769589680122433,154.30142479900903,2.537810585515043,99.69291821571537,119.72725595683073,152.20100473314977,146.50028486652857
109.44989040492324,142.12120853353218,176.79949736560079,177.5583797089008,35.01554434605515,11.326772484158049,154.2132253799913,2.5105178292327963,99.37924618296265,120.79547109251862,153.39006270288976,154.69801850653226
111.27151873075394,141.739249164092,176.4076408902487,179.1047800678061,33.68463525282838,11.246866273546244,154.15461153133276,2.596306294783342,98.83757306096949,121.4518804279146,152.5602950633767,157.5395259215832
111.83863319485388,141.68881252821816,175.90581992122603,179.43566309068305,33.52606002552745,11.293539724241262,153.9955592739606,2.6426954184531546,98.32848139302695,121.76597344782856,152.24549251260032,157.17337787678267
112.39563748990281,141.33912664542453,175.60929487627428,179.07480585504794,33.41358110974788,11.342630182280574,153.94588772939676,2.719952902355802,98.21619250342454,122.27350744167322,151.86803816646915,158.39520440285065
112.70042270690492,141.27456131405458,175.54408276550961,179.0296366092346,33.26356467221756,11.464972963913958,153.90955557779725,2.9290266781175553,98.16957246631486,122.75395842678218,151.42600570661753,158.61875826293277
112.64294357989674,138.33267570953112,175.54876220692935,176.47488893255397,33.30771856644625,12.554387250862431,153.753380626631,2.9036320716033965,98.17717230101057,123.24478811003469,151.51958344544477,159.22347176615708
112.38386474154397,138.7369031699808,176.5141749072736,176.0739546029785,33.327813895758645,12.323520285025154,153.73578310225815,2.9491025551847914,98.4134885187121,123.69579761898333,151.5207051959005,158.78174368317767
112.68242607487522,139.75255343367243,175.62219254393884,175.2028477767845,33.333083516719014,11.793049492199014,153.87572935025986,3.0704090891061626,98.88460457448629,125.39841487905142,151.4662837923764,156.86303013525844
113.06330080236167,140.5630619622897,175.36314566596124,174.28789770491287,32.93324407306532,11.286304772409178,154.26657954887165,3.1778028602592756,100.12988665438374,128.28532652140544,151.62936756859426,154.7689900569936
112.63367002240291,139.12178669740172,175.94623890020821,173.73953783258787,32.74860343637426,12.201568528860868,154.14632361959985,2.988546754159979,101.34250102876214,131.1541969785244,151.4394077633776,153.03127975558985
112.98251273642923,138.8135166006263,175.459744091055,173.5271299447204,32.28041538537637,12.64579219985426,155.18653431805103,2.9490682181269783,103.9751721264539,133.22072986457883,150.7816302780235,152.7308464870569
113.32854408197622,137.87595906287643,175.8477890714983,174.78274894490264,32.43632617009001,13.593832577358766,156.12397515863265,2.474826288284253,105.79218453124315,136.00651811342607,151.19358390987114,155.10272783998226
113.66194530936903,136.2961700788932,177.68334258790634,174.5641640068625,32.036593519753744,13.591487577831671,156.6903477975486,2.2064877613565117,107.79950499298471,138.12989106539743,151.0124156858976,155.6226773167539
115.25761580384506,136.67012977815364,176.33497683946015,175.6533435483941,31.499447430165162,13.652070235255914,157.35343799346686,2.147227006936777,109.90100450542653,139.83639804349852,150.79202378916324,156.52680792838856
116.1881441979114,138.2065998717351,176.67155946824622,174.25980579578228,31.063015466501373,13.750790709115636,158.0931234035352,2.3389841961931945,112.29701624920631,140.81703926138218,151.17566677568118,155.96619042614026
117.21786610650913,141.07429464695372,176.35034655289954,178.84488742714305,30.530211683403156,13.544693333798774,158.67966918160403,1.9342242927307172,115.71796253368645,142.09275153989108,150.40778246980983,155.71020406763813
118.40975078968565,140.84434972034762,177.29673953756375,178.6818218620719,29.667930859494078,14.033250179722476,159.4822014686672,1.6004490656644283,119.38742480930792,143.1532322006512,149.71842355113117,155.38960124452555
119.3452258638979,140.74742272026103,178.59259737554183,179.45537911952016,28.693243139762767,13.791998018946952,160.34715207137933,1.283939833704087,122.92258934491538,144.3588218170164,151.41567714130898,155.0130849005508
